CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0,0,5,GOLD,872
629,Germany,Female,37,1,35549.81,2,0,0,49676.33,0,0,3,PLATINUM,649
719,Spain,Female,48,5,0.0,2,0,0,78563.66,0,0,4,GOLD,922
655,France,Male,37,5,93147.0,2,1,0,66214.13,0,0,1,GOLD,435
687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0,0,3,GOLD,619
744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0,0,2,PLATINUM,607
710,Spain,Male,35,1,106518.52,1,1,1,127951.81,0,0,4,PLATINUM,939
673,Spain,Male,39,8,138160.0,1,1,1,110468.51,0,0,3,SILVER,778
592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,0,5,PLATINUM,482
813,France,Male,32,1,122889.88,1,1,1,26476.18,0,0,3,DIAMOND,622
773,France,Male,52,4,0.0,1,0,1,144113.42,0,0,4,SILVER,748
848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,0,5,GOLD,644
468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0,0,1,PLATINUM,855
682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0,0,4,SILVER,947
584,France,Male,31,5,0.0,2,1,0,31474.27,0,0,2,PLATINUM,568
601,Germany,Female,26,7,105514.69,2,1,0,50070.59,0,0,5,GOLD,525
603,Germany,Male,35,1,105346.03,2,1,1,130379.5,0,0,5,SILVER,701
568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0,0,4,DIAMOND,376
716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0,2,SILVER,427
516,Spain,Female,33,3,0.0,2,1,1,58685.59,0,0,2,PLATINUM,692
654,France,Male,29,4,132954.64,1,1,1,146715.07,0,0,3,SILVER,810
680,France,Male,33,10,183768.47,1,1,0,164119.35,0,0,3,PLATINUM,291
569,France,Male,38,7,0.0,1,1,1,108469.2,0,0,5,SILVER,550
602,France,Female,35,8,0.0,2,1,1,152843.53,0,0,2,PLATINUM,677
668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0,0,4,GOLD,794
587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,0,4,DIAMOND,749
791,France,Male,36,6,111168.97,1,1,1,189969.91,0,0,1,DIAMOND,741
542,France,Male,67,10,129431.36,1,0,1,21343.74,0,0,5,GOLD,521
717,France,Male,42,5,0.0,2,1,0,172665.21,0,0,3,GOLD,594
515,France,Male,40,0,109542.29,1,1,1,166370.81,0,0,5,GOLD,312
645,Germany,Male,33,8,149564.61,1,0,0,149913.84,0,0,1,PLATINUM,256
599,Spain,Male,34,2,101506.66,1,0,0,198030.24,0,0,3,PLATINUM,447
584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,0,1,PLATINUM,735
651,France,Female,65,0,0.0,2,1,1,190454.04,0,0,4,PLATINUM,700
654,France,Male,29,2,91955.61,1,1,0,37065.66,0,0,2,DIAMOND,375
773,France,Male,41,4,0.0,2,1,1,24924.92,0,0,2,PLATINUM,667
706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,0,3,SILVER,241
619,France,Female,35,4,90413.12,1,1,1,20555.21,0,0,3,DIAMOND,389
667,France,Male,36,9,0.0,2,1,1,40062.29,0,0,4,SILVER,472
669,France,Male,39,3,119452.03,1,1,1,171575.54,0,0,4,DIAMOND,784
648,Germany,Male,31,7,125681.51,1,0,1,129980.93,0,0,4,GOLD,744
656,France,Male,33,7,138705.02,2,1,0,37136.15,0,0,1,GOLD,396
617,France,Female,30,8,0.0,1,1,1,92621.9,0,0,3,GOLD,829
764,Spain,Male,38,4,113607.47,1,1,0,91094.46,0,0,1,GOLD,771
726,Spain,Female,56,2,105473.74,1,1,1,46044.7,0,0,1,PLATINUM,747
821,France,Female,40,1,0.0,2,1,0,194273.12,0,0,5,SILVER,935
709,France,Female,37,9,0.0,2,1,0,16733.59,0,0,5,GOLD,775
529,France,Female,31,2,164003.05,2,1,1,60993.23,0,0,3,SILVER,407
521,France,Male,22,5,0.0,2,1,1,99828.45,0,0,1,PLATINUM,782
497,France,Male,32,8,0.0,2,1,0,67364.42,0,0,3,GOLD,418
641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,0,4,DIAMOND,413
626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,0,5,SILVER,398
598,Spain,Male,41,8,0.0,2,1,1,161954.43,0,0,3,PLATINUM,779
781,France,Female,19,3,0.0,2,1,1,124297.32,0,0,4,PLATINUM,581
710,Spain,Male,33,1,0.0,2,1,0,168313.17,0,0,2,GOLD,725
827,France,Male,38,5,0.0,2,0,0,103305.01,0,0,2,SILVER,785
710,Spain,Female,31,5,0.0,2,1,0,9561.73,0,0,3,PLATINUM,877
730,France,Female,32,9,127661.69,1,0,0,60905.51,0,0,3,DIAMOND,542
647,Spain,Female,29,2,0.0,2,1,0,179032.68,0,0,1,DIAMOND,373
792,France,Male,31,6,71269.89,2,0,1,125912.77,0,0,2,DIAMOND,660
543,France,Male,36,6,0.0,2,1,0,176728.28,0,0,4,GOLD,894
684,France,Female,38,5,133189.4,1,0,0,127388.06,0,0,4,PLATINUM,762
811,France,Male,31,7,117799.28,1,1,1,182372.35,0,0,4,SILVER,885
655,France,Female,26,7,106198.5,1,0,1,32020.42,0,0,3,DIAMOND,961
584,France,Male,36,9,0.0,1,1,1,105818.51,0,0,3,PLATINUM,951
738,Spain,Male,35,8,127290.61,1,1,0,16081.62,0,0,2,SILVER,620
576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0,0,3,SILVER,291
568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0,0,1,DIAMOND,939
481,France,Female,39,6,0.0,1,1,1,24677.54,0,0,3,GOLD,953
637,France,Male,27,9,128940.24,1,1,0,46786.92,0,0,5,GOLD,304
735,France,Male,73,9,0.0,1,1,1,114283.33,0,0,1,SILVER,393
437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0,0,1,GOLD,811
651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0,0,1,SILVER,652
706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,0,5,DIAMOND,727
717,Spain,Female,34,1,0.0,2,1,0,119313.74,0,0,4,DIAMOND,533
561,Germany,Male,49,5,94754.0,1,1,1,26691.31,0,0,5,DIAMOND,760
509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0,0,3,DIAMOND,595
590,France,Male,47,3,0.0,2,1,0,171774.5,0,0,1,DIAMOND,398
768,France,Male,42,5,0.0,3,0,0,60686.4,0,0,1,DIAMOND,265
707,France,Female,46,7,127476.73,2,1,1,146011.55,0,0,4,SILVER,278
551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0,1,SILVER,716
633,France,Male,59,5,0.0,1,1,1,137273.97,0,0,2,SILVER,532
629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0,0,1,DIAMOND,391
672,France,Female,28,6,0.0,1,0,1,8814.69,0,0,3,PLATINUM,629
749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0,0,3,DIAMOND,678
709,France,Male,32,4,147307.91,1,0,1,40861.55,0,0,4,PLATINUM,556
790,France,Female,41,2,126619.27,1,1,0,198224.38,0,0,4,DIAMOND,696
660,France,Male,30,7,146301.31,1,0,0,96847.91,0,0,1,PLATINUM,950
706,France,Female,29,5,112564.62,1,1,0,42334.38,0,0,5,PLATINUM,819
683,Germany,Female,39,2,100062.16,2,1,0,109201.43,0,0,3,SILVER,829
510,Germany,Female,50,7,123936.54,1,1,1,23768.01,0,0,5,DIAMOND,769
619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0,0,5,DIAMOND,222
655,Spain,Female,29,9,0.0,2,0,1,85736.26,0,0,5,DIAMOND,686
550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0,0,2,PLATINUM,487
611,France,Female,43,8,64897.75,1,1,0,114996.33,0,0,4,SILVER,692
416,Spain,Male,35,8,0.0,1,0,0,119712.78,0,0,2,DIAMOND,244
569,France,Male,36,1,67087.69,1,1,0,154775.7,0,0,5,PLATINUM,308
850,Spain,Female,29,10,0.0,2,1,1,94815.04,0,0,1,GOLD,251
746,France,Female,29,4,105599.67,1,1,1,43106.17,0,0,3,DIAMOND,425
627,Spain,Male,44,6,0.0,1,1,1,114469.55,0,0,5,SILVER,258
555,Spain,Female,26,9,0.0,2,0,1,158918.03,0,0,3,SILVER,554
463,France,Male,35,2,101257.16,1,1,1,118113.64,0,0,4,PLATINUM,900
596,Germany,Female,27,2,151027.56,1,1,0,170320.58,0,0,2,PLATINUM,993
472,France,Female,37,1,0.0,2,1,1,48357.9,0,0,3,SILVER,793
704,Germany,Male,41,4,109026.8,2,1,1,43117.1,0,0,2,DIAMOND,345
721,France,Male,46,1,115764.32,2,0,0,102950.79,0,0,3,DIAMOND,804
551,France,Female,38,10,0.0,2,1,1,216.27,0,0,2,SILVER,912
641,France,Female,53,0,123835.52,2,0,1,160110.65,0,0,5,SILVER,223
850,Germany,Male,38,5,146756.68,1,1,0,78268.61,0,0,2,GOLD,364
671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0,0,4,SILVER,953
496,France,Male,32,4,127845.83,1,1,0,66469.2,0,0,4,SILVER,512
621,Spain,Male,33,4,0.0,2,1,1,40299.23,0,0,4,SILVER,914
812,Spain,Male,38,3,127117.8,2,1,1,174822.74,0,0,1,PLATINUM,730
773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0,0,4,GOLD,628
693,France,Male,38,7,198338.77,2,1,1,14278.18,0,0,5,DIAMOND,991
611,Spain,Male,34,4,0.0,2,1,0,170950.58,0,0,4,DIAMOND,911
695,France,Female,31,5,106089.2,1,0,0,99537.68,0,0,4,GOLD,324
587,France,Male,36,1,0.0,2,0,1,17135.6,0,0,1,GOLD,937
682,France,Male,50,6,121818.84,2,0,1,124151.37,0,0,1,SILVER,813
558,France,Female,56,7,121235.05,2,1,1,116253.1,0,0,4,GOLD,801
616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0,4,PLATINUM,701
748,France,Male,34,5,84009.47,1,1,1,137001.1,0,0,4,SILVER,440
672,France,Male,31,6,91125.75,1,1,0,177295.92,0,0,4,DIAMOND,597
422,France,Female,33,2,0.0,2,1,0,102655.31,0,0,4,SILVER,332
850,France,Male,27,6,96654.72,2,0,0,152740.16,0,0,2,PLATINUM,613
437,France,Male,49,9,111634.29,2,0,1,166440.32,0,0,3,DIAMOND,805
600,France,Female,41,1,0.0,2,1,1,91193.65,0,0,4,PLATINUM,467
732,France,Male,62,2,0.0,2,1,1,25438.87,0,0,3,PLATINUM,780
563,France,Female,39,5,0.0,2,1,1,17603.81,0,0,1,SILVER,336
572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0,0,1,GOLD,639
663,Spain,Male,30,4,0.0,3,1,0,101371.05,0,0,1,DIAMOND,604
715,France,Male,32,8,175307.32,1,1,0,187051.23,0,0,3,GOLD,672
645,France,Female,40,3,129596.77,1,1,1,103232.6,0,0,4,SILVER,897
748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0,0,3,GOLD,744
597,France,Female,41,4,145809.53,2,1,1,52319.26,0,0,5,SILVER,447
681,Spain,Male,67,7,0.0,2,0,1,163714.92,0,0,1,SILVER,444
631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0,0,5,PLATINUM,863
627,France,Male,73,0,146329.73,1,0,1,43615.67,0,0,2,DIAMOND,871
683,Spain,Female,36,7,0.0,2,1,0,104786.59,0,0,2,GOLD,381
563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0,0,4,GOLD,481
583,France,Male,39,1,129299.28,2,1,0,73107.6,0,0,1,DIAMOND,378
739,France,Female,30,6,0.0,1,0,0,122604.44,0,0,2,SILVER,388
645,France,Male,30,1,125739.26,1,1,1,193441.23,0,0,2,SILVER,788
520,France,Male,34,4,134007.9,1,1,1,193209.11,0,0,5,PLATINUM,523
712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0,0,2,DIAMOND,856
622,Spain,Female,23,8,0.0,2,1,1,131389.39,0,0,3,SILVER,390
616,France,Male,31,1,0.0,2,1,1,54706.75,0,0,3,DIAMOND,852
532,Spain,Female,66,3,0.0,1,1,1,115227.02,0,0,1,DIAMOND,955
722,France,Male,46,5,0.0,2,1,0,179908.71,0,0,2,PLATINUM,310
563,France,Male,22,3,137583.04,1,0,1,5791.85,0,0,2,SILVER,628
495,Spain,Female,42,7,0.0,2,0,0,130404.53,0,0,3,GOLD,621
809,France,Female,24,4,0.0,2,1,0,193518.76,0,0,1,GOLD,507
598,Spain,Male,34,0,104488.17,1,0,1,43249.67,0,0,5,SILVER,547
586,France,Male,27,5,130231.8,2,1,1,192427.16,0,0,3,PLATINUM,298
766,France,Female,52,7,92510.9,2,0,1,66193.61,0,0,5,DIAMOND,839
479,Spain,Male,27,2,172463.45,1,1,1,40315.27,0,0,3,DIAMOND,704
787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0,0,4,PLATINUM,615
529,France,Male,30,2,116295.29,1,1,0,75285.47,0,0,4,PLATINUM,997
705,France,Male,32,3,0.0,2,0,0,129576.99,0,0,2,DIAMOND,789
639,Spain,Female,27,2,0.0,1,1,1,82938.99,0,0,4,GOLD,520
696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0,0,1,SILVER,962
583,Spain,Female,40,4,0.0,2,1,0,114093.73,0,0,2,DIAMOND,423
572,France,Female,38,7,0.0,2,1,1,133122.62,0,0,1,PLATINUM,739
794,Spain,Female,22,4,114440.24,1,1,1,107753.07,0,0,4,SILVER,226
512,France,Male,36,0,129804.17,1,1,0,53020.9,0,0,2,PLATINUM,349
732,Spain,Female,67,1,0.0,2,1,1,177783.04,0,0,5,DIAMOND,407
629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0,0,1,GOLD,756
746,Germany,Male,34,6,141806.0,2,1,1,183494.87,0,0,3,SILVER,236
629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,0,2,DIAMOND,952
710,Spain,Female,30,10,0.0,2,1,0,19500.1,0,0,5,PLATINUM,420
850,France,Male,33,7,140956.99,1,0,0,3510.18,0,0,2,PLATINUM,483
757,France,Male,36,7,144852.06,1,0,0,130861.95,0,0,2,SILVER,575
776,France,Male,36,1,0.0,2,1,0,53477.76,0,0,3,DIAMOND,329
536,France,Female,41,9,0.0,1,1,0,121299.14,0,0,3,GOLD,685
577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0,0,2,GOLD,782
594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0,0,5,DIAMOND,373
768,France,Male,30,6,0.0,2,1,1,199454.37,0,0,2,GOLD,297
752,France,Male,33,4,0.0,2,1,1,39570.78,0,0,2,SILVER,409
696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0,0,5,GOLD,587
739,France,Male,41,5,0.0,2,0,0,143882.25,0,0,5,PLATINUM,574
579,France,Male,31,6,0.0,2,1,0,26149.25,0,0,4,PLATINUM,604
643,France,Male,33,4,0.0,2,1,1,152992.04,0,0,2,PLATINUM,720
610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0,0,3,GOLD,929
667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0,0,5,PLATINUM,252
633,France,Male,25,1,0.0,1,1,0,100598.98,0,0,4,SILVER,230
686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0,0,5,PLATINUM,663
633,France,Male,29,10,130206.28,1,1,0,184654.87,0,0,5,GOLD,957
627,France,Male,27,1,62092.9,1,1,1,105887.04,0,0,4,DIAMOND,470
671,Germany,Male,36,2,116695.27,1,0,0,193201.86,0,0,3,GOLD,895
554,Spain,Male,66,8,0.0,2,1,1,116747.62,0,0,1,PLATINUM,259
714,Spain,Female,31,6,152926.6,1,1,1,50899.91,0,0,3,DIAMOND,983
684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0,0,4,PLATINUM,383
762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,0,5,GOLD,929
814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0,2,GOLD,965
438,France,Female,36,4,0.0,2,1,0,64420.5,0,0,3,SILVER,660
793,France,Female,63,9,116270.72,1,1,1,184243.25,0,0,3,DIAMOND,236
735,Spain,Male,34,5,0.0,2,0,0,71095.41,0,0,1,PLATINUM,898
619,France,Female,42,2,0.0,1,1,1,101348.88,1,1,2,DIAMOND,464
502,France,Female,42,8,159660.8,3,1,0,113931.57,1,1,3,DIAMOND,377
645,Spain,Male,44,8,113755.78,2,1,0,149756.71,1,1,5,DIAMOND,484
376,Germany,Female,29,4,115046.74,4,1,0,119346.88,1,1,2,DIAMOND,282
653,Germany,Male,58,1,132602.88,1,1,0,5097.67,1,0,2,SILVER,163
510,Spain,Female,38,4,0.0,1,1,0,118913.53,1,1,2,DIAMOND,887
591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,1,3,DIAMOND,298
475,France,Female,45,0,134264.04,1,1,0,27822.99,1,1,1,DIAMOND,877
465,France,Female,51,8,122522.32,1,0,0,181297.65,1,1,5,SILVER,828
834,France,Female,49,2,131394.56,1,0,0,194365.76,1,1,2,GOLD,567
829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,1,3,DIAMOND,779
637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,1,1,SILVER,730
655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,1,3,SILVER,343
601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,1,2,DIAMOND,225
511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,1,5,SILVER,549
738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,1,4,GOLD,725
777,France,Female,32,2,0.0,1,1,0,136458.19,1,1,5,SILVER,917
750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,1,2,SILVER,852
646,France,Female,46,4,0.0,3,1,0,93251.42,1,1,3,PLATINUM,470
647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,1,3,DIAMOND,752
670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,1,2,GOLD,915
622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,1,3,GOLD,299
479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,1,3,DIAMOND,328
721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,1,5,PLATINUM,541
524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,1,1,SILVER,462
432,France,Male,42,9,152603.45,1,1,0,110265.24,1,1,3,DIAMOND,437
549,France,Female,52,1,0.0,1,0,1,8636.05,1,1,4,DIAMOND,485
625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,1,3,PLATINUM,410
584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0,4,DIAMOND,814
579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,1,4,GOLD,247
793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,1,5,GOLD,883
691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0,2,SILVER,402
535,France,Female,48,9,0.0,1,1,0,149892.79,1,1,4,GOLD,697
706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,1,1,GOLD,701
683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,1,1,PLATINUM,388
704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,1,2,PLATINUM,801
667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,1,5,PLATINUM,308
480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,1,1,GOLD,775
754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,1,4,GOLD,810
804,France,Female,50,4,0.0,1,1,1,8546.87,1,1,2,GOLD,482
715,France,Female,41,8,56214.85,2,0,0,92982.61,1,1,4,GOLD,790
516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,1,5,GOLD,509
711,France,Female,38,2,129022.06,2,1,1,14374.86,1,1,4,DIAMOND,321
608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,1,3,PLATINUM,639
643,France,Male,45,5,0.0,1,1,0,142513.5,1,1,3,GOLD,730
668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,1,3,GOLD,629
807,France,Male,43,1,105799.32,2,1,0,34888.04,1,1,4,DIAMOND,924
592,France,Male,54,8,0.0,1,1,1,28737.71,1,1,2,PLATINUM,359
850,France,Male,33,10,0.0,1,1,0,4861.72,1,1,1,SILVER,359
671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,1,3,PLATINUM,901
547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,1,4,SILVER,790
751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,1,2,DIAMOND,756
763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,1,3,GOLD,709
539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,1,4,DIAMOND,264
668,France,Female,46,2,0.0,3,1,0,89048.46,1,1,1,DIAMOND,943
659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,1,2,SILVER,815
635,France,Female,40,10,123497.58,1,1,0,131953.23,1,1,5,GOLD,774
739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,1,2,DIAMOND,718
549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,1,2,GOLD,716
733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,1,4,PLATINUM,759
756,France,Male,62,3,0.0,1,1,1,11199.04,1,1,3,SILVER,600
714,France,Male,46,1,0.0,1,1,0,152167.79,1,1,2,PLATINUM,747
479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,1,1,GOLD,751
750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,1,2,PLATINUM,563
687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,1,2,SILVER,336
731,France,Male,43,2,0.0,1,1,1,170034.95,1,1,2,DIAMOND,777
614,France,Male,50,4,137104.47,1,1,0,127166.49,1,1,1,DIAMOND,958
559,France,Male,49,2,147069.78,1,1,0,120540.83,1,1,1,DIAMOND,245
749,France,Male,40,1,139290.41,1,1,0,182855.42,1,1,1,SILVER,381
644,France,Female,46,9,95441.27,1,1,0,108761.05,1,1,1,SILVER,568
584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,1,4,PLATINUM,641
485,France,Male,29,7,182123.79,1,1,0,116828.51,1,1,4,GOLD,583
805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,1,3,SILVER,317
716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,1,5,DIAMOND,465
642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,1,4,GOLD,269
522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,1,3,GOLD,973
643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,1,5,PLATINUM,537
745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,1,2,GOLD,291
687,Spain,Female,39,2,0.0,3,0,0,188150.6,1,1,2,GOLD,616
648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,1,4,GOLD,932
556,Spain,Male,38,8,0.0,2,0,0,417.41,1,1,3,GOLD,632
616,France,Female,66,1,135842.41,1,1,0,183840.51,1,1,2,DIAMOND,302
538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,1,5,GOLD,797
693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,1,3,GOLD,430
487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,1,2,DIAMOND,982
756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,1,3,DIAMOND,523
535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,1,2,GOLD,567
568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,1,2,SILVER,818
619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,1,5,PLATINUM,367
545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,1,5,GOLD,958
553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1,1,2,DIAMOND,918
675,France,Female,38,6,68065.8,1,0,0,138777.0,1,1,5,PLATINUM,543
514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,1,4,GOLD,774
662,France,Female,32,4,133950.37,1,1,1,48725.68,1,1,1,DIAMOND,368
816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,1,4,GOLD,961
703,France,Male,37,1,149762.08,1,1,0,20629.4,1,1,3,DIAMOND,371
621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,1,2,SILVER,956
615,Spain,Male,61,9,0.0,2,1,0,150227.85,1,1,4,DIAMOND,683
542,France,Male,39,3,135096.77,1,1,1,14353.43,1,1,2,PLATINUM,328
531,France,Female,47,6,0.0,1,0,0,194998.34,1,1,2,SILVER,510
673,France,Female,38,2,170061.92,2,0,0,134901.34,1,1,5,PLATINUM,954
570,France,Female,58,8,0.0,1,0,1,116503.92,1,1,2,DIAMOND,257
774,France,Male,60,5,85891.55,1,1,0,74135.48,1,1,5,GOLD,540
605,France,Female,51,3,136188.78,1,1,1,67110.59,1,1,1,PLATINUM,683
468,France,Female,56,10,0.0,3,0,1,62256.87,1,1,3,PLATINUM,547
698,France,Male,48,4,101238.24,2,0,1,177815.87,1,1,1,GOLD,342
850,France,Female,35,1,211774.31,1,1,0,188574.12,1,1,2,PLATINUM,757
572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,1,5,GOLD,352
608,France,Male,59,1,0.0,1,1,0,70649.64,1,1,4,DIAMOND,585
564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,1,3,GOLD,771
745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,1,1,PLATINUM,238
721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,1,2,PLATINUM,405
504,France,Female,49,7,0.0,3,0,1,87822.14,1,1,5,SILVER,408
674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1,1,4,GOLD,363
590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,1,1,SILVER,759
598,Germany,Male,41,3,91536.93,1,1,0,191468.78,1,1,1,SILVER,980
509,France,Female,46,1,0.0,1,1,0,71244.59,1,1,2,DIAMOND,264
438,Spain,Female,54,2,0.0,1,0,0,191763.07,1,1,3,SILVER,281
651,France,Male,45,1,0.0,1,1,0,67740.08,1,1,3,SILVER,629
648,Spain,Female,49,10,0.0,2,1,1,159835.78,1,1,2,GOLD,314
607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1,1,5,PLATINUM,647
647,Germany,Female,51,1,119741.77,2,0,0,54954.51,1,1,3,SILVER,847
760,France,Female,51,2,100946.71,1,0,0,179614.8,1,1,4,DIAMOND,550
621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1,1,3,PLATINUM,777
519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1,1,1,PLATINUM,934
713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1,1,1,SILVER,656
683,Germany,Female,57,5,162448.69,1,0,0,9221.78,1,1,5,SILVER,746
601,France,Female,43,8,0.0,3,0,1,110916.15,1,1,4,SILVER,343
566,France,Male,30,5,0.0,1,1,0,54926.51,1,1,4,DIAMOND,817
727,Spain,Female,31,0,0.0,1,1,0,121751.04,1,1,2,SILVER,274
612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1,1,5,GOLD,455
589,France,Female,61,1,0.0,1,1,0,61108.56,1,1,4,SILVER,923
583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1,1,5,DIAMOND,878
850,France,Male,31,6,67996.23,2,0,0,50129.87,1,1,3,DIAMOND,895
752,Spain,Male,48,5,116060.08,1,1,0,156618.38,1,1,5,PLATINUM,265
660,Germany,Female,39,5,135134.99,1,1,0,173683.0,1,1,1,DIAMOND,816
